Artist ID,Name,Nationality,Gender,Birth Year,Death Year
43609,Naghi Nemati,Iranian,Male,1977,
43610,Faouzi Bensaïdi,Moroccan,Male,1967,
43612,Renato Falcão,Brazilian,Male,1963,
43613,Antonio Nuic,,Male,1977,
43615,Jeffrey Jeturian,Filipino,Male,1959,
43617,Rodrigo Moreno,Argentine,Male,1972,
43618,Ali Rafie,Iranian,Male,1938,
43621,Randa Chahal Sabag,French,Female,1953,2008
43622,Chao Wang,Chinese,Male,1964,
43624,João Luis Sol de Carvalho,Mozambican,Male,1953,
43626,Djamila Sahraoui,Algerian,Female,1950,
43627,Yu Li,Chinese,Female,1973,
43628,Dalibor Matanic,Croatian,Male,1975,
43630,Hiner Saleem,Iraqi,Male,1954,
43631,Hugo Grosso,Argentine,Male,1955,
43632,Sebastián Campos,Chilean,Male,1974,
43633,Arsen Anton Ostojic,Croatian,Male,1965,
43634,Lúcia Murat,Brazilian,Female,1948,
43635,Kambozia Partovi,Iranian,Male,1955,
43636,Marcelo Gomes,Brazilian,Male,1963,
43637,Danielle Arbid,Lebanese,Female,1970,
43638,Tawfik Abu Wael,Palestinian,Male,1976,
43639,Minh Nguyen-Vo,Vietnamese,Male,1956,
43640,Mehdi Charef,Algerian,Male,1952,
43641,Pjer Žalica,Bosnian,Male,1964,
43642,Maria João Ganga,Angolan,Female,1964,
43643,Assane Kouyaté,Malian,Male,1954,
43644,Mariano Galperin,Argentine,Male,1962,
43645,Alejandro Chomski,Argentine,Male,1968,
43646,Yinan Diao,Chinese,Male,1969,
43647,Reha Erdem,Turkish,Male,1960,
43648,Juan Pablo Rebella,Uruguayan,Male,1974,2006
43649,Pablo Stoll,Uruguayan,Male,1974,
43650,Jilani Saadi,Tunisian,Male,1962,
43651,Cláudio Assis,Brazilian,Male,1959,
43652,Juan Carlos Cremata Malberti,Cuban,Male,1961,
43653,Adoor Gopalakrishnan,Indian,Male,1941,
43654,Rashid Masharawi,Palestinian,Male,1962,
43655,Manijeh Hekmat,Iranian,Female,1962,
43656,Joel Lamangan,Filipino,Male,1952,
43660,Ralph Baer,American,Male,1922,2014
43667,Cristobal Palma,British,Male,1974,
43687,Vitale Bramani,Italian,Male,1900,1970
43688,"Markus ""Notch"" Persson",Swedish,Male,1979,
43690,Allan Alcorn,American,Male,1948,
43691,Lyle Rains,British,Male,,
43692,"George ""Ed"" Logg",American,Male,1948,
43693,Dave Theurer,American,Male,,
43694,Howard Scott Warshaw,American,Male,1957,
43696,Corneille Hannoset,Belgian,Male,1926,1997
43700,Tomohiro Nishikado,Japanese,Male,1944,
43702,Nicolás Paris,Colombian,Male,1977,
43705,Alain Huck,,Male,1957,
43706,Tobias Madison,Swiss,Male,1985,
43709,Lizzie Fitch,American,Female,1981,
43747,Ed Atkins,British,Male,1982,
43751,Urbanski,,,,
43752,Hito Steyerl,,,,
43766,Gabriele Mucchi,Italian,Male,1899,2002
43767,Ensamble Studio/MIT-POPlab,,,2000,
43769,Antón Garcia-Abril,Spanish,Male,1969,
43770,Javier Cuesta Rodríguez-Torices,Spanish,Male,1973,
43771,Débora Mesa,Spanish,Female,1981,
43822,Agustín Hernández Navarro,Mexican,Male,1924,
43906,M. Dabrokovski,,,,
43907,V. Liushin,,,,
43916,José Antonio Attolini Lack,Mexican,Male,1931,2012
44043,Friedrich Wolfram Heubach,,,,
44054,José Miguel Galia,Venezuelan,Male,1919,2009
44060,Jesús Tenreiro-Degwitz,Venezuelan,Male,1936,2007
44063,"Miguel Galas S.A., Mexico City",,,,
44064,David Palladini,American,Male,1946,
44065,Michael C. Gross,American,Male,1945,
44066,Leonard Soned,,Male,,
44067,Bob Pellegrini,American,,1938,
44068,Michael Putnam,American,Male,1937,
44069,Francisco Uribe,,Male,,
44110,J.D. 'Okhai Ojeikere,Nigerian,Male,1930,2014
44115,Scott Snibbe,American,Male,1969,
44135,Alfonso Ianelli,American,Male,1888,1965
44160,Flora Manteola,Argentine,Female,1936,
44161,Javier Sánchez Gómez,Argentine,Male,1936,
44162,Josefa Santos,Argentine,Female,1931,
44163,Justo Solsona,Argentine,Male,1931,
44169,LIZZIE FITCH/RYAN TRECARTIN,,,,
44188,Lina Bo Bardi,Brazilian,Female,1914,1992
44206,Emil Schulthess,Swiss,Male,1913,1996
44207,Georg Gerster,Swiss,Male,1928,
44208,Hans Frei,Swiss,Male,,
44213,Eugène Deslaw,Ukrainian,Male,1898,1966
44214,Bronislaw Schlabs,Polish,Male,1920,2009
44246,David Behrman,,,,
44247,Claus Bremer,German,Male,,
44248,David Degener,,,,
44249,Dennis Johnson,American,,,
44250,Ding Dong,,,,
44251,James Waring,American,Male,1922,1975
44252,Christian Wolff,American,,1934,
44273,Michelangelo Frammartino,Italian,Male,1968,
44274,A.L. Steiner,American,Female,1967,
44275,George Archainbaud,French,Male,1890,1959
44276,Nancy Andrews,American,Female,1961,
44277,Michael Sporn,American,Male,1946,
44283,ATBAT,,,,
44323,Al Loving,American,Male,1935,2005
44325,Scandar Copti,Israeli,Male,1975,
44326,Yaron Shani,Israeli,Male,1973,
44327,Joseph Cedar,American,Male,1968,
44329,Li Yang,Chinese,Male,1959,
44334,Mark Morrisroe,American,Male,1959,1989
44336,Hugo van Werden,German,Male,1836,1911
44351,Christopher Guest,American,Male,1948,
44352,Judd Apatow,American,Male,1967,
44366,Adam McKay,American,Male,1968,
44368,Su Friedrich,American,Female,1954,
44370,Mario Rizzi,Italian,Male,,
44371,Werner Herzog,German,Male,1942,
44372,Anne Fontaine,Luxembourgish,Female,1959,
44373,Jim Finn,American,Male,1968,
44374,Ilisa Barbash,American,Female,,
44375,Lance Bangs,American,Male,1972,
44377,John Lee Hancock,American,Male,1956,
44378,Katie Flesicher,American,Female,,
44379,Eric Mendelsohn,American,Male,1964,
44380,Eugen Schüfftan,American,Male,1893,1977
44381,Greg Mottola,American,Male,1964,
44382,Jake Kasdan,American,Male,1974,
44383,David Gordon Green,American,Male,1975,
44384,Harold Ramis,American,Male,1944,
44385,Jeff Tremaine,American,Male,1966,
44386,Aram Avakian,American,Male,1926,1987
44437,Helen Marten,British,Female,1985,
44442,Christian Barman,British,Male,1898,1980
44443,Serge Chermayeff,British,Male,1900,1996
44445,"E. K. Cole Ltd, est. 1924",,,,
44450,Errol Morris,American,Male,1948,
44464,Colectivo Cordyceps,,,,
44471,Joe Thompson,,,,
44472,John Emerson,,,1973,
44473,Chelsea Peil,,,,
44474,Gabby Miller,,,1985,
44475,Miriam Klein Stahl,,,1971,
44476,Occupy Design,,,,
44477,Lopi,,,,
44478,Cactus,,,,
44479,Fahmi Reza,,,,
44480,Santana,,,,
44483,Alex Rivera,American,Male,1973,
44484,Jeanne Liotta,American,Female,1960,
44485,Claire Denis,French,Female,1948,
44495,Bloomfield/Travis,,,,
44496,Vivienne Westwood,British,Female,1941,
44498,Joseph Christian Leyendecker,American,Male,1874,1951
44503,Mogens Lassen,Danish,Male,1901,1987
44508,Delia Smith,British,Female,1941,
44517,ARO (Architecture Research Office),,,1993,
44518,Adam Yarinsky,American,Male,1962,
44519,Kim Yao,American,Female,1971,
44525,Sara Hendren,American,Female,1973,
44526,Brian Glenney,American,Male,1974,
44527,Accessible Icon Project,American,,,
44528,Kengo Kuma,Japanese,Male,1954,
44538,Deborah Stratman,American,Female,1960,
44540,Roddy Bogawa,American,Male,1962,
44542,Tim Ferguson Sauder,American,Male,1972,
44545,Kais Al-Zubaidi,Iraqi,Male,1945,
44547,Thom Andersen,American,Male,1943,
44557,Jean-Jacques Annaud,French,Male,1943,
44558,Michael Moore,American,Male,1954,
44559,Jean Negulesco,Romanian,Male,1900,1993
44560,Brian Helgeland,American,Male,1961,
44561,Steven Shainberg,American,Male,1963,
44566,Benjamin Heisenberg,German,Male,1974,
44570,Athena Rachel Tsangari,Greek,Female,1966,
44572,Michael Paxton,American,Male,1957,
44573,Pablo Trapero,Argentine,Male,1971,
44574,Doris Dorrie,German,Female,1955,
44575,Ferzan Özpetek,Turkish,Male,1959,
44576,Gaspar Noé,Argentine,Male,1963,
44577,Aki Kaurismäki,Finnish,Male,1957,
44578,David France,American,Male,1948,
44580,Jean-Pierre Dardenne,Belgian,Male,1951,
44581,Luc Dardenne,Belgian,Male,1954,
44582,Göran Olsson,Swedish,Male,1965,
44583,Alain Corneau,French,Male,1943,2010
44584,Lynn Shelton,American,Female,1965,
44585,Abel Ferrara,American,Male,1951,
44586,Nanni Moretti,Italian,Male,1953,
44587,Wim Wenders,German,Male,1945,
44588,Michael Winterbottom,British,Male,1961,
44589,Olivier Assayas,French,Male,1955,
44590,Bertrand Tavernier,French,Male,1941,
44591,Xavier Dolan,Canadian,Male,1989,
44592,Lena Dunham,American,Female,1986,
44593,Ricki Stern,American,,,
44594,Anne Sundberg,American,Female,,
44595,Don Argott,American,Male,1972,
44596,Bruno Dumont,French,Male,1958,
44598,Jens Eilstrup Rasmussen,Danish,Male,1966,
44604,Yoshiki Okamoto,Japanese,Male,1961,
44605,Akira Yasuda,Japanese,Male,1964,
44606,"Capcom, Osaka",Japanese,,1983,
44610,Pavel Janák,Czech,Male,1882,1956
44636,Cinthia Marcelle,Brazilian,,1974,
44638,Ryan Sullivan,American,Male,1983,
44646,Jiří Hilmar,Czech,Male,1937,
44647,Jaroslav Sůra,Czech,Male,1928,2010
44648,Karel Vaca,Czech,Male,1919,1989
44653,Halil Altindere,Turkish,Male,1971,
44655,Jonathas de Andrade,Brazilian,Male,1982,
44659,dlandstudio,,,2005,
44660,Emily Roysdon,American,,,
44668,Unknown Designer - East German,,,,
44700,Jeff Elrod,American,Male,1966,
44702,Jeremy Shaw,,,,
44705,Danny Boyle,British,Male,1956,
44706,Robert Bresson,French,Male,1901,1999
44707,Alex Cox,British,Male,1954,
44714,Sergio Leone,Italian,Male,1929,1989
44715,Jean-Pierre Melville,French,Male,1917,1973
44716,Paul Morrisey,American,Male,1938,
44717,Daniel Schmid,Swiss,Male,1941,2006
44718,Luchino Visconti,Italian,Male,1906,1976
44727,Alfredo Cortina,Venezuelan,Male,1903,1988
44733,Jed Curtis,American,,1942,
44736,Hermano Martin Corréa,Chilean,Male,,
44737,Hermano Gabriel Guarda,Chilean,Male,,
44749,Francisco Méndez Labbé,Chilean,Male,1922,
44754,Istvan Anhalt,,,,
44755,Reginald Daniel,,,,
44757,Max Neuhaus,American,,1939,2009
44764,Simone Morris,,,,
44766,A. Michael Noll,American,Male,1939,
44767,Mario Gandelsonas,American,Male,1938,
44768,Diana Agrest,American,Female,1945,
44769,R.C. Lummis,,,,
44771,M. M. Sondhi,,,,
44772,Marcel Moore (Suzanne Malherbe),French,Female,1892,1972
44774,Edi Hirose,Peruvian,Male,1975,
44807,MSGSSV (Manteola Sánchez Gómez Santos Solsona Viñoly),Argentine,,,
44833,Mario Roberto Álvarez,Argentine,Male,1913,2011
44844,Eladio Dieste,Uruguayan,Male,1917,2000
44873,Ramiro Bascans,Uruguayan,Male,1936,2012
44874,Thomas Sprechmann,Uruguayan,Male,1940,
44875,Héctor Vigliecca,Uruguayan,Male,1940,
44876,Arturo Villaamil,Uruguayan,Male,1947,
44883,Camille Henrot,French,Female,,
44884,Sung Hwan Kim,,,,
44886,Tuur Van Balen,Belgian,Male,1981,
44898,John Van Saun,,,,
44904,Guillermo Bermúdez,Colombian,Male,1924,1995
44911,Wolfgang Stoerchle,German,Male,1944,1976
44912,Lee Jaffe,American,Male,1950,
44921,George Trakas,Canadian,Male,1944,
44922,Jimmy Alcock,Venezuelan,Male,1932,
44936,Antonio Puente,Venezuelan,Male,,
44939,Bryce Cooper Graña Nicolini Arquitectos,Peruvian,,1966,
44943,José Sigala,Venezuelan,Male,1940,1955
44954,Miguel Rodrigo Mazuré,Peruvian,Male,1926,2014
44955,Pezo von Ellrichshausen,,,2002,
44956,Frederick Cooper Llosa,Peruvian,Male,1939,
44959,Miguel Cruchaga Belaúnde,Peruvian,Male,1940,
44960,Emilio Soyer,Peruvian,Male,,
45012,Alvin Lucier,,,,
45045,Luther Price,,,,
45061,Susannah C. Drake,American,Female,,
45069,Christina Kubisch,,,,
45070,Lisa Baumgardner,,,,
45093,"School of Architecture, Catholic University of Valparaiso",,,1952,
45094,Susan Meiselas,American,Female,1948,
45099,Pietro Roccasalva,,,,
45123,Emanuel Rossetti,,Male,,
45124,John Hilliard,British,Male,1945,
45152,Jiri Kovanda,Czech,Male,1953,
45185,Juan Baixas,Chilean,Male,1942,
45203,Heidi Bucher,,Female,1926,1993
45221,Xian Yeagan,,,,
45229,Jacki Apple,,,,
45238,Lawrence Abu Hamdan,,Male,1985,
45268,Albrecht D.,,,,
45273,Walter Weberhofer Quintana,Peruvian,Male,1923,2003
45282,Felipe Ehrenberg,Mexican,Male,1943,
45338,Sergio Larrain,Chilean,Male,1931,2012
45346,John R. Carroll,,,,
45354,Federico Guillermo Beckhoff,Venezuelan,Male,1919,1982
45375,Volker Hüller,German,Male,1976,
45381,Nick Knight,British,Male,1958,
45384,Kurt Kren,Austrian,Male,1929,1998
45391,Michael Williams,American,Male,1978,
45401,Michaela Eichwald,German,Female,1967,
45409,Richard Aldrich,American,Male,1975,
45416,Jorge Rigamonti,Venezuelan,,1940,2008
45442,Ann Demeulemeester,,,,
45444,Charlie Foos,,,,
45450,Shannon Plumb,American,Female,1970,
45461,Jakub Szczęsny,Polish,Male,1973,
45463,P.H. Polk,American,Male,1898,1984
45464,John McGreer,American,Male,,
45465,H. H. French Studios,American,,,
45467,Powell & Co.,American,,,
45478,Sean Meredith,American,Male,1975,
45515,Klára Tamás,American,Female,1946,
45516,Franco Rossi,Italian,Male,1919,2000
45518,SO – IL (Florian Idenburg + Jing Liu),American,,2008,
45519,Florian Idenburg,Dutch,Male,1975,
45520,Jing Liu,Chinese,Female,1980,
45521,M/M Paris,,,1992,
45528,Marc Downie,British,Male,1977,
45529,Shelley Eshkar,American,Male,1970,
45530,Paul Kaiser,German,Male,1956,
45531,OpenEnded Group,,,,
45532,Juan Sordo Madaleno,Mexican,Male,1916,1985
45535,Charles de Meaux,French,Male,1967,
45542,Leonardo Finotti,Brazilian,Male,1977,
45549,Justino Serralta,Uruguayan,Male,1919,2011
45581,Abe Frajndlich,German,male,1946,
45585,Günter Günschel,German,Male,1928,2008
45587,"K. Thomsen, Copenhagen",,,,
45588,"Artěl, Prague",,,,
45591,Mauricio Pezo,Chilean,Male,1973,
45592,Sofía von Ellrichshausen,Argentine,Female,1976,
45620,Lux Interior (Erick Lee Purkhiser),American,Male,1948,2009
45626,Lutz Bacher,American,Female,1952,
45651,Juan Luis Martinez,Chilean,Male,1942,1993
45664,Ulises Carrión,,Male,1941,1989
45672,U-J3RK5,,,,
45673,Kitty Byrne,,,,
45674,Colin Griffiths,,,,
45675,Danice McLeod,,,,
45676,Frank Ramirez,,,,
45677,David Wisdom,,,,
45682,Derek Cianfrance,American,Male,1973,
45684,Same Mendes,British,Male,1965,
45686,Rodney Graham Band,,,,
45744,Robert H. McNeill,American,Male,1918,2005
45747,Eva Kotátková,Czech,Female,1982,
45756,Alair Gomes,Brazilian,Male,1921,1991
45757,Sara Facio,Argentine,Female,1932,
45771,Nicolas Garcia Uriburu,Argentine,Male,1937,2016
45775,Wes Anderson,American,Male,1969,
45776,Park Chan-wook,Korean,Male,1963,
45781,Derek Barnett,,,,
45790,Reginald Daniels,,Male,,
45792,John McDowell,,Male,,
45798,Gaspar Gasparian,Brazilian,,1899,1966
45800,Mladen Stilinović,Croatian,Male,1947,2016
45801,Ed Clark,American,Male,1926,
45807,Judith Scott,American,Female,1943,2005
45810,Matías Duville,Argentine,Male,1974,
45880,Ido Mizrahy,American,Male,1981,
45885,Joon-ho Bong,Korean,Male,1969,
45886,Kim Jee-Woon,Korean,Male,1964,
45889,Francis Ford,American,Male,1881,1953
45892,Raoul Barré,Canadian,Male,1874,1932
45926,David Tudor,American,Male,1926,1996
45929,Hendrik Nicolaas Werkman,Dutch,,,
45931,O Meul,Korean,Male,1971,
45932,Jo Sung-hee,Korean,Male,1979,
45943,Wenzel Hablik,German,Male,1881,1934
45944,Elisabeth Lindemann,German,Female,1879,1960
45951,Rosângela Rennó,Brazilian,Female,1962,
45954,Tom Wedell,American,Male,1949,
45960,"Department of Publications and Urban Design, Organizing Committee of the XIX Olympiad",,,,
45961,Ken Okiishi,,,,
45967,Allen Watt,American,Male,1885,1944
45968,Beatrice Trueblood,British,Female,1938,
45969,Huberto Batis,Mexican,Male,,
45970,Miguel Cervantes,Mexican,Male,,
45971,Ricardo Verdoni,Mexican,Male,,
45973,The Living,,,,
45982,José Carlos Martinat,Peruvian,Male,1974,
45983,Ben F. Wilson,American,Male,1876,1930
45984,Vernon Stallings,American,Male,1891,1963
45998,Relative Wave,,,2009,
45999,Kodama Studios,,,2011,
46000,"Touch Press, London",,,2010,
46025,Yılmaz Güney,Turkish,Male,1937,1984
46026,Pavel Lungin,Russian,Male,1949,
46027,Théo Angelopoulos,Greek,Male,1935,2012
46028,Lodge Kerrigan,American,Male,1964,
46029,Michael Haneke,Austrian,Male,1942,
46030,Romain Goupil,French,Male,1951,
46031,Marin Karmitz,French,Male,1938,
46033,Simon Denny,New Zealander,Male,1982,
46055,Tengiz Abuladze,Georgian,Male,1924,1994
46057,Lana Gogoberidze,Georgian,Female,1928,
46060,Paul Thomas Anderson,American,Male,1970,
46065,Denis Villeneuve,Canadian,Male,1967,
46069,Lisa Crafts,American,Female,1953,
46078,Henry Bataille,,Male,1872,1922
46089,Judith Steedman,,,,
46095,Mathias Augustyniak,French,Male,1967,
46096,Michael Amzalag,French,Male,1968,
46097,Sarah Stocker,American,Female,1965,
46098,Mark Danks,American,Male,1972,
46115,Marco Bellocchio,Italian,Male,1939,
46116,Todd Solondz,American,Male,1959,
46117,Jim Mickle,American,Male,1979,
46118,Pierre Thoretton,French,Male,1967,
46142,Sjón (Sigurjón Birgir Sigurðsson),Icelandic,Male,1962,
46143,Nikki Dibben,British,Female,1969,
46144,Stephen Malinowski,American,Male,1953,
46149,Carlos Sallaberry,Argentine,Male,,
46150,Damián Vinson,Argentine,Male,,
46151,Felipe Tarsitano,Argentine,Male,,
46152,Ignacio Petchersky,Argentine,Male,,
46153,Carlos Libedinsky,,Male,,
46154,Antonio Diaz,Argentine,Male,,
46155,Rao,Argentine,,,
46175,Erin Shirreff,Canadian,Female,1975,
46176,Centrala Architects,Polish,,2000,
46203,Keld Helmer-Petersen,Danish,Male,1920,2013
46212,Jay Silver,American,Male,1979,
46213,Eric Rosenbaum,American,Male,1979,
46261,Nancy Burson,American,Female,1948,
46283,Leslie Thornton,British,Male,1925,2016
46287,A Band,,,,
46288,John Adams,American,Male,1947,
46289,The Alma Band,,,,
46291,David Bellingham,,,,
46292,Jonathan Bepler,,,,
46293,Tim Berrescheim,German,Male,1975,
46294,Dike Blair,,Male,1952,
46296,Monte Cazazza,American,Male,,
46313,Technology Will Save Us,,,2012,
46314,"QUAD Electroacoustics, Huntingdon, England",,,,
46315,Keiji Uematsu,Japanese,Male,1947,
46318,Toshiro Mayuzumi,,,1929,1997
46319,Martin Sharp,Australian,Male,1942,2013
46325,James Richards,British,Male,1983,
46326,Jerome Kuhl,,Male,,
46342,Alfred Gescheidt,American,Male,1926,2012
46345,Kenny Scharf,American,,1958,
46350,Edwin Middleton,,,,
46351,T. Hayes Hunter,,,,
46358,Jean-Philippe Toussaint,Belgian,Male,1957,
46372,Yuri Suzuki,Japanese,Male,1980,
46373,"Transnatural, Amsterdam",,,2009,
46378,Arjen Bangma,Dutch,Male,1976,
46382,Miguel Ángel Salgado,Mexican,Male,,
46384,Jorge Castillo,Venezuelan,Male,1933,
46385,Marjan van Aubel,Dutch,Female,1985,
46386,James Shaw,British,Male,,
46394,Philippe Van Snick,Belgian,Male,1946,
46418,Oscar Tenreiro Degwitz,Venezuelan,Male,1939,
46419,Tihamér Csemiczky,Hungarian,Male,1904,1960
46421,Fernando Guerra,Portuguese,Male,1970,
46422,Nervous System,,,2007,
46423,Stefan Diez,German,Male,1971,
46441,W. Craig Carter,American,Male,1961,
46442,Joe Hicklin,American,Male,1959,
46444,Chris Gabrin,British,Male,,
46453,Louis Christiann Kalff,Dutch,Male,1897,1976
46454,Jann Haworth,American,Female,1942,
46459,The Otolith Group,,,,
46460,Charles E. Murphy,American,Male,,
46461,Donald Smith,American,Male,,
46462,Peter Martin Christopherson,British,Male,1955,2010
46463,Peter Gabriel,British,Male,1950,
46464,Greg Porto,,Male,,
46465,Jean-Paul Goude,French,Male,1940,
46466,George Hardie,British,Male,1944,
46467,Michael Andrews,British,Male,1928,1995
46468,David Inshaw,British,Male,1943,
46469,Clive Barker,British,Male,1952,
46470,Hipgnosis,British,,1968,
46471,David Tindle,British,Male,1932,
46472,Tony Wright,British,Male,1949,
46473,Karl Klefisch,German,Male,,
46474,Günther Fröhling,German,Male,,
46475,Mark Farrow,British,Male,1960,
46476,Eric Watson,British,Male,1955,2012
46477,Pet Shop Boys,British,,1981,
46478,Tony Lane,,Male,,
46479,Francis Wolff,American,Male,1907,1971
46480,Jerry Harrison,American,Male,1949,
46481,Jimmy Garcia,,Male,,
46482,Robert Whitaker,British,Male,1939,2011
46483,Ben Kelly,British,Male,,
46484,Robert Freeman,British,Male,1936,
46485,Ronald Clyne,American,Male,1925,2006
46486,Gerald Scarfe,British,Male,1936,
46487,Roger Waters,British,Male,1943,
46488,Bob Dylan,American,Male,1941,
46489,Michael Cooper,British,Male,1941,1973
46490,Bob Seidmann,American,Male,,
46491,Mick Milligan,,Male,,
46492,Richard Evans,British,Male,1945,
46493,Michael Hodgson,British,Male,,
46494,Jeff Ayeroff,,Male,,
46495,Adelle Lutz,American,Female,1948,
46506,E. Earl Curtis,American,Male,,
46526,Dentaku Ltd.,,,,
46527,Mark McKeague,Irish,Male,1989,
46528,Naomi Elliott,British,Female,1987,
46529,Joseph Pleass,British,Male,1990,
46534,Martyn Atkins,British,Male,1959,
46535,Bernard Pierre Wolff,American,Male,1930,1985
46537,Mediated Matter Group,,,2010,
46538,MIT Materials Science and Engineering,,,1974,
46539,The Mathworks,,,1984,
46540,Turlif Vilbrandt,American,Male,1968,
46544,Ulrike Müller,Austrian,Female,1971,
46548,Brigitte Hellgoth,German,Female,1932,
46569,Plastic Ono Band,,,,
46575,Arduino SA,,,,
46576,SmartProjects,,,,
46581,Kevin Beasley,American,Male,1985,
46582,Julia Murdoch,British,Female,,
46584,Leo Fender,American,Male,1909,1991
46585,George Fullerton,American,Male,1923,2009
46586,Freddie Tavares,American,Male,1913,1990
46609,Mary Ellen Bute,American,Female,1906,1983
46630,Massimo Banzi,Italian,Male,1968,
46631,David Cuartielles,Spanish,Male,1974,
46632,Tom Igoe,American,Male,1967,
46633,Gianluca Martino,Italian,Male,1973,
46634,David Mellis,American,Male,1980,
46635,Giorgio Olivero,Italian,Male,1975,
46637,Sam Lewitt,American,Male,1981,
46661,Ryan Oakes,American,Male,1982,
46662,Trevor Oakes,American,Male,1982,
46663,Jennie C. Jones,American,Female,1968,
46664,Julia Rommel,American,Female,1980,
46670,Aloisio Magalhães,Brazilian,Male,1927,1982
46697,Blue Note Records,,,1939,
46698,Prestige Records,,,1949,
46701,Sire Records,,,1966,
46702,Amazing Musical Instrument Company,Canadian,,1987,
46706,"Ove N. Arup Consulting Engineers, London",,,1946,
46709,Grupo Sordo Madaleno,,,,
46715,Command Records,,,1959,
46716,"Stiff Records, London",,,1976,
46717,F-Beat Records,,,1979,
46718,"Factory Records, Manchester",,,1978,
46720,"Folkways Records, New York",,,1948,
46725,Carlos Zilio,Brazilian,Male,1944,
46741,Jessica Rosenkrantz,American,Female,1983,
46742,Jesse Louis-Rosenberg,American,Male,1986,
46752,Inaki Bonillas,Mexican,Male,1981,
46757,Fred Stein,American,Male,1909,1967
46772,Conte Candoli,American,Male,1927,2001
46773,Reaction Records,,,1966,
46774,Gavin Cochrane,British,Male,,
46775,Brian Aris,British,Male,1946,
46776,Charisma Records,British,,1969,
46777,Pictorial Productions,,,,
46778,Tony Meeviwiffen,,Male,,
46779,Parlophone Records,,,1896,
46780,Harvest Records,,,1969,
46781,Atlantic Records,,,1947,
46782,Tina Weymouth,American,Female,1950,
46783,Chris Frantz,American,Male,1951,
46784,ATCO Records,,,1955,
46785,Rolling Stones Records,,,1970,
46786,Billy Name,American,Male,1940,
46787,Craig Braun,American,Male,1939,
46788,Ernie Cefalu,American,Male,1945,
46789,John Pasche,American,Male,1945,
46790,Richard Polak,,Male,,
46793,Steve McGarry,British,,1953,
46794,D.B. Glen,,,,
46824,Richard Mulligan,American,Male,1925,2008
46831,Eric Hurtado,French,Male,1959,
46832,Marc Hurtado,French,Male,1962,
46835,"MSGSS (Manteola Sanchez Gomez Santos Solsona), Buenos Aires",Argentine,,,
46836,"MSGSSSV (Manteola Sanchez Gomez Santos Solsona Sallaberry Vinson), Buenos Aires",,,,
46842,Andrew Repasky McElhinney,American,Male,1978,
46844,The Command All-Stars,,,,
46847,Cook Laboratories Records,,,1952,
46848,Julián Hernández,Mexican,Male,1972,
46849,Rachel Reichman,American,Female,1958,
46858,Bob Byington,American,Male,1975,
46859,Scott Cooper,American,Male,1970,
46860,Ben Affleck,American,Male,1972,
46861,Todd Phillips,American,Male,1970,
46862,Paul McMahon,,Male,,
46863,Nancy Radloff,,,,
46864,Wharton Tiers,,,,
46865,Joseph Gone,,,,
46866,David McMahon,,,,
46867,Art Critics Orchestra,,,,
46868,Byrd Hoffman School of Byrds,,,,
46869,Carl Byron,,,,
46870,Carole Caroompas,,Female,1946,
46872,Billy Childish,,Male,1959,
46873,Arrigo Lora Totino,Italian,Male,1928,
46874,Joe Colley,American,Male,1972,
46875,Augusto Concato,Italian,Male,,
46876,Cranfield and Slade,,,,
46877,Brady Cranfield,,,,
46878,Kathy Slade,,,,
46879,The Dogz,,,,
46880,Lee Ranaldo,,Male,1956,
46881,Dave Dyment,,,,
46882,Bruce Fier,,,,
46883,Forcefield,,,,
46884,Bob George,,,,
46885,Gobbler,,,,
46886,Art Byington,,,,
46887,Henrik Håkansson,,,1968,
46888,The Haters,,,,
46889,Fat Les,,,,
46890,Keith Allen,,,,
46891,Alex James,,,,
46895,George Herms,American,Male,1935,
46896,Alex Israel,American,Male,1982,
46961,Christian Vetter,Swiss,Male,1970,
46962,Lynette Yiadom-Boakye,British,Female,1977,
46965,Smiljan Radić,Chilean,Male,1965,
46966,Vit Mach,Czech,,1945,
46967,Jan Mach,Czech,,1943,
46968,Jan Trtílek,Czech,Male,1938,
46980,Achim Duchow,German,Male,1948,1993
46981,Jochen Krüger,,,,
46990,Natalie Czech,German,Female,1976,
46996,Formafantasma,,,2009,
46997,Andrea Trimarchi,Italian,Female,1980,
46998,Simone Farresin,Italian,Female,1983,
47008,LaToya Ruby Frazier,American,Female,1982,
47012,Guillermo Zamora,Mexican,Male,1915,2002
47018,Trevor Key,British,Male,1947,1995
47019,Joy Division,British,,1976,1980
47022,Hélène Binet,Swiss,Female,1959,
47033,Reese Williams,,,,
47039,Aktuální umĕni,,,1964,
47048,Felix Partz,,,,
47049,Jorge Zontal,,,,
47063,Orlando Garcia,Colombian,Male,1975,
47064,G Ateliers Architecture,,,2006,
47067,John Houck,American,Male,1977,
47069,Wyss Institute for Biologically Inspired Engineering at Harvard University,,,,
47075,Annett Zinsmeister,German,Female,1967,
47076,Reginald Orton,New Zealander,Male,1981,
47077,Philip Walton,American,Male,1974,
47082,Yuki Kimura,Japanese,Female,1971,
47088,Ryan Junell,American,Male,1973,
47089,Creative Commons,,,,
47090,Benjamin Bauer,American,Male,1913,1979
47091,Shure Incorporated,,,1925,
47094,Lucas Blalock,American,Male,1978,
47097,Steffani Jemison,American,Female,1981,
47098,Alma Woodsey Thomas,,Female,1891,1978
